01,01026,26,こむぎ　[パン類]　食パン,0,260,1089,38.8,9.0,7.3,4.2,(3.9),(1.83),(1.11),(0.83),(0),46.6,48.5,0.4,1.9,2.3,1.5,470,88,23,19,68,0.5,0.5,0.10,0.26,1,24,1,18,(0),0,2,0,2,Tr,(0),0.5,0.1,0.7,Tr,(0),0.07,0.04,1.2,2.7,0.03,(Tr),32,0.46,2.4,(0),1.2,-,-,-,-,-,-,-,-,-,-
03,03001,224,（砂糖類）黒砂糖　　,0,356,1490,4.4,1.7,0.7,Tr,-,-,-,-,(0),90.3,93.2,(0),(0),(0),3.6,27,1100,240,31,31,4.7,0.5,0.24,0.93,15,4,13,9,(0),0,13,0,13,1,(0),(0),(0),(0),(0),(0),0.05,0.07,0.8,0.9,0.72,(0),10,1.39,33.8,(0),0.1,-,-,-,-,-,-,-,-,-,-
03,03002,225,（砂糖類）和三盆糖　　,0,384,1606,0.3,0.2,-,Tr,-,-,-,-,(0),99.0,(103.9),(0),(0),(0),0.5,1,140,27,17,13,0.7,0.2,0.07,0.30,0,0,2,Tr,(0),0,Tr,0,Tr,0,(0),(0),(0),(0),(0),(0),0.01,0.03,Tr,Tr,0.08,(0),2,0.37,0.9,(0),0,-,-,-,-,-,-,-,-,-,-
03,03003,226,（砂糖類）車糖　上白糖　,0,384,1608,0.7,(0),-,(0),-,-,-,-,(0),99.3,104.2,(0),(0),(0),0,1,2,1,Tr,Tr,Tr,0,0.01,0,0,0,0,0,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0.1,(0),0,-,-,-,-,-,-,-,-,-,-
03,03004,227,（砂糖類）車糖　三温糖　,0,383,1603,0.9,Tr,-,(0),-,-,-,-,(0),99.0,103.9,(0),(0),(0),0.1,7,13,6,2,Tr,0.1,Tr,0.07,0.01,0,0,Tr,0,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),Tr,0.01,Tr,Tr,(0),(0),(0),(0),0.3,(0),0,-,-,-,-,-,-,-,-,-,-
03,03005,228,（砂糖類）ざらめ糖　グラニュー糖　,0,387,1619,Tr,(0),-,(0),-,-,-,-,(0),100.0,104.9,(0),(0),(0),0,Tr,Tr,Tr,0,(0),Tr,Tr,0,0,0,0,0,0,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0.1,(0),0,-,-,-,-,-,-,-,-,-,-
03,03012,235,（砂糖類）液糖　しょ糖型液糖,0,263,1100,32.1,(0),-,(0),-,-,-,-,(0),67.9,-,(0),(0),(0),Tr,Tr,Tr,Tr,Tr,0,Tr,0,0.01,-,-,-,-,-,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
03,03013,236,（砂糖類）液糖　転化型液糖,0,296,1240,23.4,(0),-,(0),-,-,-,-,(0),76.6,-,(0),(0),(0),Tr,4,Tr,Tr,Tr,Tr,Tr,0,Tr,-,-,-,-,-,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-
03,03022,249,（その他）はちみつ,0,303,1267,17.6,0.3,(0.2),Tr,-,-,-,-,(0),81.9,75.3,(0),(0),(0),0.1,2,65,4,2,5,0.2,0.1,0.04,0.21,Tr,0,1,0,(0),0,1,Tr,1,0,(0),0,0,0,0,0,Tr,0.01,0.3,(0.4),0.02,0,7,0.12,0.4,0,0,-,-,-,-,-,-,-,-,0.3,-
03,03023,250,（その他）メープルシロップ　　,0,257,1075,33.0,0.1,-,0,-,-,-,-,(0),66.3,(62.1),(0),(0),(0),0.6,1,230,75,18,1,0.4,1.5,0.01,2.01,4,0,5,2,(0),0,0,0,0,(0),(0),(0),(0),(0),(0),(0),Tr,0.02,Tr,Tr,Tr,(0),1,0.13,0.1,(0),0,-,-,-,-,-,-,-,-,-,-
05,05002,345,アーモンド　フライ 味付け　　,0,613,2567,1.8,21.3,20.7,55.7,53.2,4.34,34.80,11.72,0,17.9,4.9,1.1,9.0,10.1,3.2,100,760,240,270,490,3.5,3.1,0.87,2.24,0,1,6,32,0,0,7,1,7,1,0,22.2,0.2,0.8,0.1,Tr,0.05,1.07,4.4,7.9,0.10,0,49,0.50,59.8,0,0.3,-,-,-,-,-,-,-,-,-,-
05,05003,347,あさ　乾　　,0,470,1966,4.6,29.9,25.1,28.3,27.3,2.95,3.50,19.62,(0),31.7,2.6,1.2,21.8,23.0,5.5,2,340,130,400,1100,13.3,6.1,1.32,9.97,0,4,9,45,(0),1,25,0,25,2,(0),1.8,0.1,22.0,1.1,51,0.35,0.19,2.3,8.1,0.40,(0),82,0.57,27.7,Tr,0,-,-,-,-,-,-,-,-,-,-
05,05041,348,あまに　いり,0,562,2350,0.8,21.8,19.8,43.3,41.1,3.62,6.55,29.13,2,30.4,1.2,9.1,14.7,23.8,3.7,70,760,210,410,710,9.0,6.1,1.26,2.97,0,3,25,13,0,0,14,2,16,1,0,0.4,0,10.2,0.2,7,0.01,0.17,2.6,9.4,0.40,Tr,45,0.24,33.3,0,0.2,-,-,-,-,-,-,-,-,-,-
05,05004,349,えごま　乾　　,0,544,2276,5.6,17.7,16.5,43.4,40.6,3.34,6.61,28.83,(0),29.4,2.5 ,1.7,19.1,20.8,3.9,2,590,390,230,550,16.4,3.8,1.93,3.09,Tr,3,2,48,(0),Tr,23,1,24,2,(0),1.3,0.3,23.6,0.5,1,0.54,0.29,7.6,11.6,0.55,(0),59,1.65,34.6,Tr,0,-,-,-,-,-,-,-,-,-,-
05,05006,351,かぼちゃ　いり　味付け　　,35,575,2404,4.5,26.5,(25.3),51.8,(48.7),(9.02),(16.62),(20.96),(0),12.0,(2.1),1.8,5.5,7.3,5.2,47,840,44,530,1100,6.5,7.7,1.26,4.39,Tr,5,13,42,(0),2,29,2,31,3,(0),0.6,0.1,15.1,0.5,2,0.21,0.19,4.4,(12.8),0.16,(0),79,0.65,12.9,Tr,0.1,-,-,-,-,-,-,-,-,-,-
05,05015,360,けし　乾　　,0,567,2372,3.0,19.3,(20.2),49.1,47.6,5.44,7.32,32.78,(0),21.8,3.3 ,1.9,14.6,16.5,6.8,4,700,1700,350,820,22.6,5.1,1.48,6.88,0,8,7,120,(0),0,6,0,6,Tr,(0),1.5,Tr,9.4,0.1,Tr,1.61,0.20,1.0,(4.3),0.45,(0),180,0.81,47.1,0,0,-,-,-,-,-,-,-,-,-,-
05,05017,362,ごま　乾　　,0,586,2452,4.7,19.8,18.9,53.8,53.0,7.80,19.63,23.26,(0),16.5,1.0 ,1.6,9.2,10.8,5.2,2,400,1200,370,540,9.6,5.5,1.66,2.24,Tr,10,4,92,(0),0,8,1,9,1,(0),0.1,0.2,22.2,0.3,7,0.95,0.25,5.1,11.0,0.60,(0),93,0.56,11.7,Tr,0,-,-,-,-,-,-,-,-,-,-
05,05018,363,ごま　いり　　,0,599,2506,1.6,20.3,19.1,54.2,51.6,7.58,19.12,22.64,(0),18.5,0.8 ,2.5,10.1,12.6,5.4,2,410,1200,360,560,9.9,5.9,1.68,2.52,Tr,27,4,110,(0),Tr,7,1,7,1,(0),0.1,0.2,23.4,0.4,12,0.49,0.23,5.3,11.0,0.64,(0),150,0.51,14.8,Tr,0,-,-,-,-,-,-,-,-,-,-
05,05019,364,ごま　むき　　,0,603,2523,4.1,19.3,18.6,54.9,44.8,6.42,16.33,20.11,(0),18.8,0.6 ,0.6,12.4,13.0,2.9,2,400,62,340,870,6.0,5.5,1.53,1.23,1,43,1,120,(0),Tr,2,1,2,Tr,(0),0.1,Tr,31.9,0.5,1,1.25,0.14,5.3,11.1,0.44,(0),83,0.39,10.6,(0),0,-,-,-,-,-,-,-,-,-,-
05,05042,365,ごま　ねり　　,0,640,2678,0.5,19.0,(17.9),61.0,57.1,8.49,21.36,24.77,(0),15.6,(0.8),1.8,9.4,11.2,3.8,6,480,590,340,670,5.8,5.3,1.50,1.80,Tr,22,5,150,(0),Tr,7,1,8,1,(0),0.1,0,29.5,0.4,0,0.32,0.15,6.8,(12.6),0.51,(0),99,0.24,12.7,0,0,-,-,-,-,-,-,-,-,-,-
05,05021,367,すいか　いり　味付け　　,60,546,2284,5.9,29.6,(28.7),46.4,36.9,6.24,4.01,25.01,(0),13.4,2.3,1.1,6.0,7.1,4.7,580,640,70,410,620,5.3,3.9,1.49,1.43,24,11,1,90,(0),0,9,1,9,1,(0),0.6,0.1,19.5,0.6,1,0.10,0.16,0.8,(7.6),0.71,(0),120,1.04,9.1,Tr,1.5,-,-,-,-,-,-,-,-,-,-
06,06269,687,ほうれんそう 葉 冷凍　　,0,22,91,92.2,2.9,2.3,0.3,0.2,0.03,0.01,0.12,0,3.4,0.6,0.7,2.6,3.3,1.0,120,210,100,51,46,1.2,0.5,0.10,0.80,1,Tr,7,15,(0),6,5300,21,5300,440,(0),2.7,Tr,0.2,0,300,0.06,0.13,0.4,1.4,0.10,0,120,0.15,2.7,19,0.3,-,0.1,-,-,-,-,-,-,0.5,-
06,06372,,ほうれんそう 葉 冷凍 ゆで,0,28,119,90.6,4.2,3.1,0.5,0.4,0.06,0.02,0.25,0,3.8,0.2,0.8,4.0,4.8,0.8,47,90,170,55,42,1.3,0.5,0.14,0.95,1,0,6,4,(0),9,8600,36,8600,720,(0),4.4,0.1,0.2,0,480,-,0.06,0.2,1.5,0.05,0,57,0.03,3.2,5,0.1,-,Tr,-,-,-,-,-,-,0.6,66
06,06373,,ほうれんそう 葉 冷凍 油いため,0,78,327,84.6,4.0,2.9,4.5,4.1,0.31,2.35,1.23,0,5.4,0.7,0.8,3.3,4.1,1.4,160,240,130,61,57,1.5,0.6,0.12,0.90,2,1,7,13,(0),7,7200,28,7200,600,(0),4.6,0.1,2.2,0.1,370,-,0.18,0.6,1.8,0.12,0,150,0.19,3.4,16,0.4,-,0.2,-,-,-,-,-,4.9,0.7,80
08,08054,,（きくらげ類）あらげきくらげ　生,4,13,53,93.6,0.7,0.5,0.1,0.1,0.01,0.01,0.02,0,5.4,0.1,0.8,4.8,5.6,0.2,7,59,10,9,16,0.1,0.1,0.01,0.02,Tr,1,1,1,(0),(0),(0),(0),(0),(0),0.1,(0),(0),(0),(0),(0),-,0.05,0.4,0.6,0.01,Tr,5,0.10,1.9,0,0,-,-,-,-,-,-,-,-,-,-
08,08020,953,なめこ　生　　,20,15,64,92.1,1.8,1.0,0.2,0.1,0.02,0.02,0.07,1,5.4,2.5,1.0,2.4,3.4,0.5,3,240,4,10,68,0.7,0.5,0.11,0.06,Tr,2,Tr,1,(0),(0),(0),(0),(0),(0),0,0,0,0,0,(0),0.07,0.12,5.3,5.5,0.05,Tr,60,1.29,7.4,Tr,0,-,-,-,-,-,-,-,-,-,-
08,08021,954,なめこ　ゆで,0,14,58,92.7,1.6,(0.9),0.1,(0.1),(0.01),(0.01),(0.04),(0),5.1,(2.3),1.1,1.7,2.8,0.5,3,210,4,10,56,0.6,0.5,0.12,0.06,-,-,-,-,(0),(0),(0),(0),(0),(0),0,(0),(0),(0),(0),(0),0.06,0.10,4.7,(4.8),0.04,(0),67,1.33,-,(0),0,-,-,-,-,-,-,-,-,-,100
10,10008,1041,＜魚類＞（あじ類）にしまあじ　生　,0,169,707,69.9,19.6,17.1,9.1,8.1,2.48,3.04,2.20,78,0.1,-,(0),(0),(0),1.3,160,360,26,37,230,1.0,0.9,0.08,0.01,41,47,0,0,16,Tr,Tr,(0),(Tr),16,8.0,0.3,Tr,Tr,Tr,(0),0.10,0.21,6.1,9.8,0.29,8.1,11,0.59,4.0,Tr,0.4,-,-,-,-,-,-,-,-,-,-
10,10009,1042,＜魚類＞（あじ類）にしまあじ　水煮　,40,175,732,68.0,21.7,18.0,8.8,7.6,2.42,2.79,2.06,94,0.1,-,(0),(0),(0),1.4,180,350,30,40,230,1.1,0.9,0.08,0.01,41,55,0,0,12,Tr,Tr,(0),(Tr),12,9.6,0.3,Tr,Tr,Tr,(0),0.11,0.18,4.8,9.0,0.24,7.0,11,0.50,4.1,Tr,0.5,-,-,-,-,-,-,-,-,-,90
10,10010,1043,＜魚類＞（あじ類）にしまあじ　焼き　,35,203,849,63.0,24.7,20.8,10.4,9.1,2.91,3.39,2.44,100,0.1,-,(0),(0),(0),1.8,220,440,58,44,300,1.2,1.2,0.10,0.02,49,65,0,Tr,13,Tr,Tr,(0),(Tr),13,7.2,0.4,Tr,Tr,Tr,(0),0.12,0.21,6.2,11.0,0.34,6.3,13,0.59,4.8,Tr,0.6,-,-,-,-,-,-,-,-,-,78
10,10032,1065,＜魚類＞あんこう　きも　生　　,0,445,1862,45.1,10.0,7.8,41.9,36.9,9.29,14.15,11.88,560,2.2,-,(0),(0),(0),0.8,110,220,6,9,140,1.2,2.2,1.00,-,96,200,Tr,5,8300,(0),(0),(0),(0),8300,110.0,13.8,0,0.1,0,(0),0.14,0.35,1.5,3.8,0.11,39.1,88,0.89,13.4,1,0.3,-,-,-,-,-,-,-,-,-,-
10,10039,1072,＜魚類＞いとよりだい　生　　,0,93,389,78.8,18.1,15.2,1.7,1.0,0.32,0.19,0.49,70,0.1,-,(0),(0),(0),1.3,85,390,46,26,200,0.5,0.4,0.05,0.02,84,33,Tr,0,28,(0),(0),(0),(0),28,11.0,0.6,0,0,0,Tr,0.04,0.08,2.3,5.7,0.27,3.0,5,0.50,3.7,2,0.2,-,-,-,-,-,-,-,-,-,-
10,10074,1110,＜魚類＞えそ　生　　,0,93,389,77.6,20.1,17.2,0.8,0.6,0.19,0.11,0.25,74,0.1,-,(0),(0),(0),1.4,120,380,80,36,260,0.3,0.4,0.02,0.17,17,27,0,0,0,(0),(0),(0),(0),(0),1.0,0.1,0,0,0,(0),0.07,0.10,3.3,7.2,0.24,1.7,13,0.51,1.7,2,0.3,-,-,-,-,-,-,-,-,-,-
10,10079,1115,＜魚類＞かさご　生　　,0,93,388,79.1,19.3,16.3,1.1,0.9,0.27,0.27,0.35,45,0.1,-,(0),(0),(0),1.2,120,310,57,27,180,0.3,0.5,0.01,0.01,48,50,1,0,3,0,0,(0),(0),3,2.0,0.3,0,0,0,(0),0.03,0.06,1.8,5.0,0.06,1.2,3,0.47,0.8,1,0.3,-,-,-,-,-,-,-,-,-,-
10,10086,1123,＜魚類＞（かつお類）かつお　春獲り　生　,0,114,477,72.2,25.8,20.1,0.5,0.4,0.12,0.06,0.19,60,0.1,-,(0),(0),(0),1.4,43,430,11,42,280,1.9,0.8,0.11,0.01,11,43,0,0,5,0,0,0,0,5,4.0,0.3,0,0,0,(0),0.13,0.17,19.0,24.2,0.76,8.4,6,0.70,2.6,Tr,0.1,-,-,-,-,-,-,-,-,-,-
10,10100,1137,＜魚類＞（かれい類）まがれい　生　,0,95,397,77.8,19.6,17.4,1.3,1.0,0.23,0.29,0.43,71,0.1,-,(0),(0),(0),1.2,110,330,43,28,200,0.2,0.8,0.03,0.01,21,110,0,0,5,0,0,(0),(0),5,13.0,1.5,0,0,0,(0),0.03,0.35,2.5,6.3,0.15,3.1,4,0.66,22.5,1,0.3,-,-,-,-,-,-,-,-,-,-
10,10101,1138,＜魚類＞（かれい類）まがれい　水煮　,35,101,425,75.6,21.4,(19.0),1.1,0.9,0.21,0.25,0.38,87,0.1,-,(0),(0),(0),1.2,100,320,56,29,200,0.3,0.9,0.03,0.02,15,77,0,0,5,0,0,(0),(0),5,16.6,2.0,0,0,0,(0),0.03,0.27,2.6,(6.7),0.14,3.3,4,0.73,14.9,Tr,0.3,-,-,-,-,-,-,-,-,-,91
10,10102,1139,＜魚類＞（かれい類）まがれい　焼き　,35,112,468,73.9,23.4,(20.8),1.3,1.0,0.24,0.28,0.44,100,0.1,-,(0),(0),(0),1.4,130,370,70,32,240,0.3,1.0,0.04,0.02,22,97,Tr,0,7,0,0,(0),(0),7,17.5,2.5,0,0,0,(0),0.03,0.41,3.1,(7.6),0.13,4.1,6,0.75,26.6,1,0.3,-,-,-,-,-,-,-,-,-,81
10,10107,1145,＜魚類＞かわはぎ　生　　,0,83,349,79.9,18.8,15.9,0.4,0.3,0.08,0.05,0.14,47,Tr,-,(0),(0),(0),1.2,110,380,13,28,240,0.2,0.4,0.03,0.02,33,35,0,0,2,0,0,(0),(0),2,43.0,0.6,0,0,0,(0),0.02,0.07,3.0,6.6,0.45,1.3,6,0.17,0.9,Tr,0.3,-,-,-,-,-,-,-,-,-,-
10,10108,1146,＜魚類＞かんぱち　三枚おろし　生,0,129,540,73.3,21.0,(17.4),4.2,3.5,1.12,1.03,1.24,62,0.1,-,(0),(0),(0),1.4,65,490,15,34,270,0.6,0.7,0.05,0.01,11,29,0,0,4,(0),(0),(0),(0),4,4.0,0.9,0,0,0,(0),0.15,0.16,8.0,(12.0),0.32,5.3,10,0.52,2.4,Tr,0.2,-,-,-,-,-,-,-,-,-,-
10,10424,,＜魚類＞かんぱち　背側　生,0,106,442,76.1,22.2,18.4,1.2,0.9,0.30,0.25,0.31,48,0.1,-,(0),(0),(0),1.3,54,470,6,29,250,0.4,0.4,0.04,Tr,53,63,0,0,4,0,0,0,0,4,1.4,1.1,0,0,0,0,0.15,0.08,10.0,14.2,0.56,1.0,4,0.28,1.6,1,0.1,-,-,-,-,-,-,-,-,-,-
10,10110,1149,＜魚類＞きちじ　生　　,0,262,1096,63.9,13.6,12.0,21.7,19.4,3.95,10.68,3.97,74,Tr,-,(0),(0),(0),0.8,75,250,32,32,130,0.3,0.4,0.11,-,84,58,0,0,65,(0),0,(0),(0),65,4.0,2.4,0,0,0,(0),0.03,0.07,0.8,3.1,0.04,1.0,2,0.20,0.8,2,0.2,-,-,-,-,-,-,-,-,-,-
10,10123,1163,＜魚類＞（こち類）めごち　生　,0,80,334,81.1,17.5,17.4,0.6,0.4,0.11,0.07,0.18,52,0.1,-,(0),(0),(0),1.2,160,280,40,30,160,0.2,0.6,0.01,0.04,26,44,Tr,0,2,0,3,(0),3,2,11.0,0,0,0,0,(0),0.02,0.08,2.4,5.8,0.14,3.0,6,0.16,1.1,Tr,0.4,-,-,-,-,-,-,-,-,-,-
10,10130,1170,＜魚類＞（さけ・ます類）ぎんざけ　養殖　生　,0,204,854,66.0,19.6,16.5,12.8,11.4,2.30,4.87,3.74,60,0.3,-,(0),(0),(0),1.3,48,350,12,25,290,0.3,0.6,0.05,0.01,9,29,1,0,36,-,-,-,Tr,36,15.0,1.8,Tr,Tr,Tr,(0),0.15,0.14,5.3,8.9,0.32,5.2,9,1.37,4.5,1,0.1,-,-,-,-,-,-,-,-,-,-
10,10131,1171,＜魚類＞（さけ・ます類）ぎんざけ　養殖　焼き　,0,257,1075,56.7,25.2,20.6,15.8,14.1,2.84,6.08,4.62,88,0.4,-,(0),(0),(0),1.9,61,460,16,34,320,0.4,0.8,0.07,0.01,10,37,Tr,0,37,-,-,-,Tr,37,21.0,2.7,Tr,Tr,Tr,(0),0.13,0.19,7.4,12.1,0.31,7.5,10,1.65,6.1,1,0.2,-,-,-,-,-,-,-,-,-,78
10,10134,1174,＜魚類＞（さけ・ます類）しろさけ　生　,0,133,556,72.3,22.3,18.5,4.1,3.7,0.80,1.69,1.01,59,0.1,-,(0),(0),(0),1.2,66,350,14,28,240,0.5,0.5,0.07,0.01,5,31,1,0,11,0,0,(0),(0),11,32.0,1.2,0,Tr,0,(0),0.15,0.21,6.7,10.9,0.64,5.9,20,1.27,9.0,1,0.2,-,-,-,-,-,-,-,-,-,-
10,10135,1175,＜魚類＞（さけ・ます類）しろさけ　水煮　,0,152,636,68.5,25.5,20.6,4.7,4.1,0.91,1.93,1.09,78,0.1,-,(0),(0),(0),1.2,63,340,19,29,250,0.6,0.6,0.08,0.01,6,34,2,0,13,0,0,(0),(0),13,34.3,1.1,0,Tr,0,(0),0.15,0.23,6.6,11.5,0.51,5.3,21,1.21,10.3,Tr,0.2,-,-,-,-,-,-,-,-,-,83
10,10136,1176,＜魚類＞（さけ・ます類）しろさけ　焼き　,0,171,715,64.2,29.1,23.2,5.1,4.6,1.01,2.17,1.24,85,0.1,-,(0),(0),(0),1.5,82,440,19,35,310,0.6,0.7,0.08,0.01,5,41,3,0,14,0,0,(0),(0),14,39.4,1.4,0,Tr,0,(0),0.17,0.26,8.7,14.1,0.57,6.0,24,1.67,12.3,1,0.2,-,-,-,-,-,-,-,-,-,75
10,10139,1179,＜魚類＞（さけ・ます類）しろさけ　塩ざけ　,0,199,833,63.6,22.4,19.0,11.1,9.7,2.19,4.34,2.81,64,0.1,-,(0),(0),(0),2.8,720,320,16,30,270,0.3,0.4,0.05,0.01,18,43,0,0,24,0,0,(0),(0),24,23.0,0.4,0,0,0,(0),0.14,0.15,7.1,11.5,0.58,6.9,11,0.95,11.1,1,1.8,-,-,-,-,-,-,-,-,-,-
10,10158,1203,＜魚類＞（さば類）たいせいようさば　生　,0,326,1364,54.5,17.2,15.0,26.8,23.4,5.19,9.79,7.46,68,0.4,-,(0),(0),(0),1.1,99,320,7,28,210,0.9,0.9,0.06,0.01,69,45,0,0,44,0,0,0,0,44,10.0,0.7,0,0,0,(0),0.14,0.35,6.5,10.0,0.35,8.1,12,0.72,6.6,1,0.3,-,-,-,-,-,-,-,-,-,-
